Timestamp,SHD,sSCRT,Ratio,CP
2022-02-22 23:44:44.622481+00:00,1391.38298197,11377.887241,0.12228834338911163,15830998.677900996
2022-02-22 23:47:04.534540+00:00,1388.59318644,11401.60729,0.12178924875424296,15832194.197358632
2022-02-22 23:47:37.394523+00:00,1358.27722398,11656.867446,0.11652163244303566,15833257.554855712
2022-02-22 23:48:10.767529+00:00,1384.7558255,11434.639404,0.12110183597180971,15834183.527180847
2022-02-22 23:50:24.394566+00:00,1383.54949517,11444.639404,0.12089061492723288,15834225.069806889
2022-02-22 23:50:56.698529+00:00,1383.54949517,11444.639404,0.12089061492723288,15834225.069806889
2022-02-22 23:51:30.951063+00:00,1371.6011025,11544.639404,0.11880848370411345,15834640.134491343
2022-02-22 23:52:03.902519+00:00,1370.41760705,11554.639404,0.11860323452202128,15834681.282355318
2022-02-22 23:52:36.498570+00:00,1380.58778331,11469.866401,0.12036650951659154,15835157.429418437
2022-02-22 23:54:34.423288+00:00,1380.58778331,11469.866401,0.12036650951659154,15835157.429418437
2022-02-22 23:55:52.474566+00:00,1387.58778331,11412.177655,0.1215883440705165,15835398.295041364
2022-02-22 23:57:07.516796+00:00,1386.37660881,11422.177655,0.12137585762406006,15835439.922564259
2022-02-22 23:58:40.442561+00:00,1385.7718149,11427.177655,0.12126982328778715,15835460.718154075
2022-02-23 00:01:01.414532+00:00,1383.91236819,11442.577655,0.12094410979026912,15835524.740729026
2022-02-23 00:01:35.290602+00:00,1368.99739313,11567.621655,0.11834735211436166,15836043.890409138
2022-02-23 00:02:49.426549+00:00,1368.99739313,11567.621655,0.11834735211436166,15836043.890409138
2022-02-23 00:03:21.687833+00:00,1368.99739313,11567.621655,0.11834735211436166,15836043.890409138
2022-02-23 00:04:30.886563+00:00,1370.20856763,11557.427311,0.11855653777946569,15836085.921293152
2022-02-23 00:06:01.770413+00:00,1362.43806247,11623.54307,0.11721366318901591,15836357.499327395
2022-02-23 00:07:25.778394+00:00,1375.3101759,11515.079751,0.11943557540542128,15836806.35785034
2022-02-23 00:08:47.426563+00:00,1373.52634055,11530.079751,0.11912548483724708,15836868.246640684
2022-02-23 00:10:01.936676+00:00,1371.15509153,11550.079751,0.11871390683785418,15836950.658161202
2022-02-23 00:11:15.065978+00:00,1375.02306972,11517.686526,0.1193836163726132,15837084.683053201
2022-02-23 00:11:49.070531+00:00,1372.6466869,11537.686526,0.11897070385876422,15837167.184404671
2022-02-23 00:12:21.408961+00:00,1372.6466869,11537.686526,0.11897070385876422,15837167.184404671
2022-02-23 00:12:54.030459+00:00,1371.65086972,11546.088098,0.11879788704865293,15837201.78148544
2022-02-23 00:13:29.326865+00:00,1355.89578771,11680.658407,0.11608042461865307,15837755.531730698
2022-02-23 00:14:02.202504+00:00,1370.54499254,11556.781919,0.11859226921005986,15839089.58896226
2022-02-23 00:14:34.973336+00:00,1342.48105245,11893.864647,0.11287172775996028,15967287.92900241
2022-02-23 00:15:07.241193+00:00,1369.71825565,11658.061596,0.1174910806887454,15968259.793533374
2022-02-23 00:15:40.806506+00:00,1367.52205108,11677.930387,0.11710311722720496,15969827.3151997
2022-02-23 00:16:15.134573+00:00,1367.52205108,11677.930387,0.11710311722720496,15969827.3151997
2022-02-23 00:17:29.770488+00:00,1367.52205108,11677.930387,0.11710311722720496,15969827.3151997
2022-02-23 00:18:07.494371+00:00,1366.93854186,11682.930387,0.11700305459159799,15969847.827857666
2022-02-23 00:19:40.607159+00:00,1366.93854186,11682.930387,0.11700305459159799,15969847.827857666
2022-02-23 00:20:16.016414+00:00,1371.31038889,11740.257099,0.11680411913694838,16099536.528098274
2022-02-23 00:21:23.674515+00:00,1371.31038889,11740.257099,0.11680411913694838,16099536.528098274
2022-02-23 00:21:56.162439+00:00,1368.40522806,11765.257099,0.11630899491149317,16099639.323741628
2022-02-23 00:23:38.158544+00:00,1368.40522806,11765.257099,0.11630899491149317,16099639.323741628
2022-02-23 00:24:13.610367+00:00,1367.24661215,11775.257099,0.11611182674441238,16099680.375802986
2022-02-23 00:29:10.684700+00:00,1367.24661215,11775.257099,0.11611182674441238,16099680.375802986
2022-02-23 00:29:43.438530+00:00,1364.93526808,11795.257099,0.1157189925258788,16099762.41049609
2022-02-23 00:30:15.558534+00:00,1365.93526808,11786.647706,0.11588835962108801,16099797.794059627
2022-02-23 00:30:49.206522+00:00,1370.80393324,11745.20984,0.11671174478054282,16100379.845401151
2022-02-23 00:31:54.266578+00:00,1369.64130701,11755.20984,0.11651355659764216,16100420.969434412
2022-02-23 00:32:58.842431+00:00,1370.64130701,11746.659138,0.11668350046661581,16100456.233909281
2022-02-23 00:34:06.294482+00:00,1369.47896201,11756.659138,0.11648538466030331,16100497.353013624
2022-02-23 00:35:11.506527+00:00,1367.73914286,11771.659138,0.11618915624602244,16100558.979448207
2022-02-23 00:36:16.834408+00:00,1367.6233121,11772.659138,0.11616944787652612,16100563.082535893
2022-02-23 00:37:57.314585+00:00,1365.88820876,11787.659138,0.11587442364674186,16100624.625476267
2022-02-23 00:38:29.967614+00:00,1365.88820876,11787.659138,0.11587442364674186,16100624.625476267
2022-02-23 00:39:35.530474+00:00,1368.62411359,11764.686646,0.11633323987046718,16101433.83254586
2022-02-23 00:41:13.474451+00:00,1366.77088613,11780.686646,0.1160179306351444,16101499.526373278
2022-02-23 00:42:17.923017+00:00,1366.77088613,11780.686646,0.1160179306351444,16101499.526373278
2022-02-23 00:45:37.986514+00:00,1365.61516838,11790.686646,0.1158215131468434,16101540.529393107
2022-02-23 00:47:50.658479+00:00,1361.01182331,11830.686646,0.11504081411624263,16101704.403081728
2022-02-23 00:50:33.838709+00:00,1368.01182331,11891.534616,0.1150408141157279,16267759.951988142
2022-02-23 00:51:06.298517+00:00,1365.5042177,11913.437996,0.11461882104548454,16267849.830845436
2022-02-23 00:52:11.406567+00:00,1365.04902511,11917.422638,0.11454230218851118,16267866.153825745
2022-02-23 00:58:00.398498+00:00,1369.99052402,11874.885709,0.11536873344235064,16268480.89515052
2022-02-23 00:58:33.114753+00:00,1367.8667192,11902.254995,0.11492500536869905,16280698.491092462
2022-02-23 00:59:38.399954+00:00,1369.11030228,11891.476433,0.11513375231359718,16280742.893740127
2022-02-23 01:00:11.190519+00:00,1364.42795102,11984.658225,0.11384788163368756,16352202.665611738
2022-02-23 01:02:20.838485+00:00,1351.15460259,12102.749764,0.11164029901775303,16352686.047623636
2022-02-23 01:03:26.263753+00:00,1351.15460259,12102.749764,0.11164029901775303,16352686.047623636
